order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
52452,2216,2024-03-09,61,8,535.57,4284.56,Completed,2024-03-12
52453,6443,2025-01-31,389,7,96.65,676.55,Pending,
52454,957,2023-04-19,222,2,22.59,45.18,Pending,
52455,6946,2024-10-10,227,6,117.88,707.28,Completed,2024-10-15
52456,5160,2023-04-23,14,1,123.21,123.21,Cancelled,
52457,9933,2025-09-17,186,3,69.72,209.16,Cancelled,
52458,8803,2025-07-22,205,6,582.19,3493.14,Pending,
52459,1415,2025-05-17,347,4,358.76,1435.04,Pending,
52460,9766,2024-12-14,152,1,17.12,17.12,Completed,2024-12-16
52461,6248,2025-01-24,404,5,36.4,182.0,Cancelled,
52462,8979,2024-07-05,369,2,319.73,639.46,Pending,
52463,8692,2023-08-26,115,3,643.1,1929.3,Completed,2023-08-28
52464,7713,2025-02-24,451,6,638.26,3829.56,Completed,2025-02-25
52465,7102,2023-11-24,409,8,385.31,3082.48,Cancelled,
52466,1088,2025-11-14,471,8,125.86,1006.88,Completed,2025-11-16
52467,1754,2025-09-22,206,3,134.21,402.63,Cancelled,
52468,6211,2024-07-01,270,4,37.75,151.0,Completed,2024-07-02
52469,9951,2024-07-18,465,7,279.12,1953.84,Pending,
52470,6510,2025-06-07,360,8,39.29,314.32,Pending,
52471,6715,2023-07-25,135,6,118.94,713.64,Cancelled,
52472,4950,2024-10-22,161,2,847.12,1694.24,Pending,
52473,4759,2024-12-20,283,9,323.27,2909.43,Completed,2024-12-24
52474,8422,2025-02-24,240,7,12.13,84.91,Completed,2025-02-26
52475,5998,2025-03-06,275,3,244.27,732.81,Pending,
52476,9826,2025-04-24,323,4,763.13,3052.52,Cancelled,
52477,9792,2024-12-20,265,4,669.38,2677.52,Cancelled,
52478,9724,2023-04-24,31,5,29.63,148.15,Completed,2023-04-27
52479,2742,2024-11-22,28,5,35.48,177.4,Pending,
52480,204,2023-02-26,58,8,136.04,1088.32,Pending,
52481,8408,2023-08-01,442,8,199.86,1598.88,Completed,2023-08-02
52482,359,2024-03-20,203,9,695.04,6255.36,Pending,
52483,6589,2023-04-07,205,1,582.19,582.19,Completed,2023-04-11
52484,534,2023-12-14,271,3,8.57,25.71,Cancelled,
52485,9548,2023-06-22,283,8,323.27,2586.16,Pending,
52486,3125,2023-12-09,61,7,535.57,3748.99,Cancelled,
52487,9615,2025-06-14,93,10,197.61,1976.1,Completed,2025-06-15
52488,7456,2024-06-12,154,3,164.56,493.68,Completed,2024-06-14
52489,559,2024-07-07,172,6,26.05,156.3,Pending,
52490,5748,2024-08-30,302,2,90.82,181.64,Completed,2024-09-02
52491,296,2025-06-16,256,8,5.65,45.2,Pending,
52492,4861,2025-04-01,200,9,49.36,444.24,Completed,2025-04-02
52493,7149,2025-05-22,412,3,55.96,167.88,Completed,2025-05-26
52494,7348,2025-07-02,494,6,90.21,541.26,Completed,2025-07-04
52495,5408,2024-07-10,100,9,65.15,586.35,Completed,2024-07-13
52496,2567,2025-08-14,78,7,80.09,560.63,Completed,2025-08-15
52497,5204,2025-12-26,50,4,137.36,549.44,Completed,2025-12-28
52498,9914,2024-06-22,194,7,95.04,665.28,Completed,2024-06-27
52499,5369,2023-02-01,408,6,19.86,119.16,Completed,2023-02-03
52500,2475,2025-03-05,176,9,30.54,274.86,Completed,2025-03-07
52501,7910,2025-12-29,389,10,96.65,966.5,Pending,
52502,3722,2025-07-17,166,9,102.45,922.05,Pending,
52503,8827,2025-05-28,271,7,8.57,59.99,Cancelled,
52504,8522,2024-03-06,417,2,1782.31,3564.62,Completed,2024-03-09
52505,208,2025-10-13,68,3,77.89,233.67,Completed,2025-10-15
52506,7882,2023-05-15,82,1,139.73,139.73,Cancelled,
52507,7776,2024-08-07,117,5,358.14,1790.7,Cancelled,
52508,1527,2025-06-11,243,5,205.9,1029.5,Completed,2025-06-16
52509,1304,2023-11-30,465,4,279.12,1116.48,Cancelled,
52510,619,2023-09-28,151,6,14.01,84.06,Pending,
52511,3408,2023-08-09,24,7,35.57,248.99,Completed,2023-08-10
52512,6541,2025-08-18,106,3,91.96,275.88,Pending,
52513,9663,2024-12-27,325,10,80.18,801.8,Completed,2024-12-28
52514,6956,2025-12-14,56,1,30.96,30.96,Completed,2025-12-18
52515,6057,2025-11-08,98,5,27.21,136.05,Completed,2025-11-11
52516,8926,2024-05-12,242,2,240.55,481.1,Pending,
52517,604,2023-03-14,283,7,323.27,2262.89,Completed,2023-03-16
52518,300,2023-08-23,378,9,136.37,1227.33,Completed,2023-08-26
52519,791,2024-09-08,360,10,39.29,392.9,Completed,2024-09-13
52520,8688,2025-01-08,55,3,40.69,122.07,Completed,2025-01-09
52521,3118,2023-12-13,342,8,99.4,795.2,Completed,2023-12-18
52522,3375,2024-09-28,31,6,29.63,177.78,Pending,
52523,4565,2025-09-23,52,3,46.55,139.65,Completed,2025-09-26
52524,3620,2024-07-17,333,5,387.02,1935.1,Cancelled,
52525,9654,2024-10-16,344,5,33.22,166.1,Completed,2024-10-19
52526,6447,2023-09-25,1,9,1559.21,14032.89,Pending,
52527,7036,2023-08-01,306,9,238.95,2150.55,Pending,
52528,8600,2025-10-07,152,5,17.12,85.6,Completed,2025-10-11
52529,6408,2023-07-31,230,3,172.98,518.94,Cancelled,
52530,4133,2023-08-07,12,2,32.78,65.56,Pending,
52531,4870,2025-06-13,39,8,33.1,264.8,Cancelled,
52532,68,2023-08-14,431,4,73.58,294.32,Completed,2023-08-18
52533,3322,2025-02-13,448,1,61.77,61.77,Pending,
52534,6481,2025-12-01,71,8,106.59,852.72,Completed,2025-12-02
52535,2571,2025-05-30,246,4,128.09,512.36,Completed,2025-05-31
52536,5536,2023-11-23,186,8,69.72,557.76,Cancelled,
52537,4794,2025-11-08,119,2,74.17,148.34,Completed,2025-11-10
52538,9715,2024-09-22,254,4,87.25,349.0,Completed,2024-09-26
52539,9739,2023-08-12,118,6,37.46,224.76,Completed,2023-08-14
52540,5281,2025-07-04,426,9,90.46,814.14,Completed,2025-07-05
52541,2923,2024-12-31,191,9,56.06,504.54,Pending,
52542,6304,2023-04-17,39,9,33.1,297.9,Completed,2023-04-20
52543,9282,2025-09-29,449,2,1965.18,3930.36,Completed,2025-10-02
52544,8737,2023-12-23,334,6,56.31,337.86,Cancelled,
52545,4001,2023-02-24,186,6,69.72,418.32,Completed,2023-03-01
52546,2701,2024-08-25,373,7,91.42,639.94,Pending,
52547,6013,2023-12-24,371,1,133.32,133.32,Cancelled,
52548,143,2023-10-02,493,4,267.63,1070.52,Cancelled,
52549,4083,2023-07-10,224,10,33.56,335.6,Completed,2023-07-12
52550,7493,2024-10-25,92,6,49.34,296.04,Pending,
52551,5392,2025-11-02,166,7,102.45,717.15,Completed,2025-11-03
52552,6830,2025-04-19,355,5,213.02,1065.1,Pending,
52553,5489,2024-12-07,495,4,92.2,368.8,Cancelled,
52554,8809,2023-09-28,473,9,1114.06,10026.54,Pending,
52555,6364,2023-09-04,208,10,39.28,392.8,Cancelled,
52556,2331,2023-11-09,338,7,155.93,1091.51,Completed,2023-11-12
52557,8799,2025-08-13,433,9,234.54,2110.86,Completed,2025-08-18
52558,4299,2025-08-03,41,7,1188.99,8322.93,Completed,2025-08-06
52559,827,2025-06-29,10,6,25.29,151.74,Completed,2025-07-01
52560,486,2023-01-05,114,5,234.95,1174.75,Cancelled,
52561,6140,2023-12-25,184,6,35.36,212.16,Pending,
52562,7128,2025-12-25,273,8,1766.74,14133.92,Pending,
52563,2246,2025-07-26,68,7,77.89,545.23,Cancelled,
52564,1909,2024-08-17,87,7,17.45,122.15,Completed,2024-08-18
52565,3601,2023-02-14,341,5,536.57,2682.85,Completed,2023-02-17
52566,5541,2024-09-26,371,5,133.32,666.6,Cancelled,
52567,100,2024-04-19,117,2,358.14,716.28,Pending,
52568,5047,2025-07-27,202,3,184.36,553.08,Completed,2025-07-31
52569,923,2023-02-04,275,9,244.27,2198.43,Pending,
52570,4087,2024-04-11,480,9,41.1,369.9,Pending,
52571,4098,2024-02-02,456,6,41.56,249.36,Completed,2024-02-05
52572,487,2025-07-23,332,6,20.9,125.4,Completed,2025-07-28
52573,351,2025-01-14,337,8,1466.05,11728.4,Cancelled,
52574,6061,2024-08-27,323,8,763.13,6105.04,Completed,2024-08-28
52575,3570,2023-07-21,461,6,264.34,1586.04,Completed,2023-07-25
52576,5116,2025-11-15,424,4,39.56,158.24,Completed,2025-11-17
52577,1831,2025-10-02,405,2,341.12,682.24,Cancelled,
52578,2423,2024-12-06,229,2,384.38,768.76,Pending,
52579,3202,2024-11-02,18,1,16.73,16.73,Cancelled,
52580,6621,2023-06-05,239,6,119.84,719.04,Cancelled,
52581,4252,2023-07-24,300,5,20.16,100.8,Cancelled,
52582,9719,2023-01-31,241,8,1049.82,8398.56,Completed,2023-02-02
52583,8840,2024-08-12,348,10,55.06,550.6,Completed,2024-08-14
52584,9308,2024-10-11,424,2,39.56,79.12,Completed,2024-10-16
52585,1311,2025-08-24,238,7,124.03,868.21,Completed,2025-08-25
52586,8886,2024-03-25,139,10,34.85,348.5,Completed,2024-03-27
52587,185,2024-05-12,421,2,36.06,72.12,Completed,2024-05-14
52588,7517,2023-05-12,460,10,70.36,703.6,Cancelled,
52589,5246,2023-06-21,110,4,99.63,398.52,Completed,2023-06-26
52590,8008,2025-07-29,124,5,72.38,361.9,Pending,
52591,4619,2024-08-18,441,8,1018.01,8144.08,Completed,2024-08-20
52592,7131,2023-06-08,278,1,103.21,103.21,Completed,2023-06-10
52593,3299,2025-03-23,494,2,90.21,180.42,Completed,2025-03-24
52594,4096,2025-07-21,170,4,211.78,847.12,Pending,
52595,9198,2024-04-10,8,2,29.82,59.64,Completed,2024-04-12
52596,1883,2024-08-02,395,3,79.75,239.25,Completed,2024-08-03
52597,6105,2023-09-20,35,2,221.51,443.02,Cancelled,
52598,7571,2024-06-01,494,9,90.21,811.89,Completed,2024-06-06
52599,2004,2023-02-13,446,9,155.17,1396.53,Completed,2023-02-15
52600,6164,2024-02-21,262,9,111.79,1006.11,Completed,2024-02-25
52601,5341,2024-05-11,369,9,319.73,2877.57,Completed,2024-05-16
52602,8076,2024-03-09,256,10,5.65,56.5,Completed,2024-03-12
52603,6539,2024-04-02,60,1,79.43,79.43,Completed,2024-04-06
52604,9537,2025-10-04,263,7,123.47,864.29,Completed,2025-10-08
52605,5433,2024-12-12,55,10,40.69,406.9,Cancelled,
52606,3936,2023-06-16,210,7,34.93,244.51,Pending,
52607,5788,2023-05-15,144,1,61.07,61.07,Completed,2023-05-19
52608,9039,2025-03-28,361,8,526.19,4209.52,Pending,
52609,107,2023-05-12,99,2,676.74,1353.48,Completed,2023-05-14
52610,690,2024-09-02,384,2,67.51,135.02,Cancelled,
52611,1553,2025-07-24,93,10,197.61,1976.1,Cancelled,
52612,2556,2024-07-14,314,6,38.59,231.54,Completed,2024-07-16
52613,5961,2023-02-24,237,8,268.65,2149.2,Completed,2023-02-28
52614,4674,2023-04-08,32,1,31.67,31.67,Cancelled,
52615,5739,2025-05-23,129,9,783.89,7055.01,Pending,
52616,9394,2023-09-02,137,7,257.51,1802.57,Completed,2023-09-03
52617,159,2024-11-07,230,10,172.98,1729.8,Completed,2024-11-12
52618,9727,2023-12-08,279,7,111.06,777.42,Cancelled,
52619,3004,2024-07-03,53,10,175.93,1759.3,Completed,2024-07-08
52620,5110,2025-07-05,50,6,137.36,824.16,Completed,2025-07-09
52621,1646,2025-04-24,482,1,29.88,29.88,Completed,2025-04-27
52622,5830,2025-06-22,303,9,78.36,705.24,Completed,2025-06-24
52623,2381,2024-02-01,490,4,68.73,274.92,Completed,2024-02-02
52624,4495,2025-12-15,64,2,23.37,46.74,Pending,
52625,2154,2023-07-09,370,4,106.66,426.64,Pending,
52626,8929,2023-06-26,453,8,317.07,2536.56,Cancelled,
52627,6141,2025-09-07,382,1,149.25,149.25,Pending,
52628,8537,2024-12-16,490,10,68.73,687.3,Completed,2024-12-19
52629,9217,2023-08-20,498,2,208.22,416.44,Completed,2023-08-21
52630,2533,2023-09-04,139,5,34.85,174.25,Pending,
52631,4792,2024-03-15,134,2,84.08,168.16,Completed,2024-03-18
52632,673,2025-11-23,280,9,73.84,664.56,Completed,2025-11-28
52633,9793,2023-07-05,163,9,385.62,3470.58,Cancelled,
52634,733,2025-03-28,347,6,358.76,2152.56,Completed,2025-04-01
52635,1547,2023-07-29,228,8,20.15,161.2,Cancelled,
52636,9007,2023-04-17,208,2,39.28,78.56,Completed,2023-04-21
52637,3953,2024-12-02,294,7,107.93,755.51,Completed,2024-12-07
52638,7278,2024-08-03,181,1,593.59,593.59,Cancelled,
52639,6338,2024-10-12,365,1,180.7,180.7,Completed,2024-10-17
52640,1720,2024-08-04,411,4,181.56,726.24,Cancelled,
52641,6510,2023-11-02,154,1,164.56,164.56,Completed,2023-11-05
52642,7026,2024-11-07,298,3,239.4,718.2,Completed,2024-11-08
52643,1185,2024-02-25,360,6,39.29,235.74,Completed,2024-02-29
52644,4094,2024-11-20,69,2,18.22,36.44,Cancelled,
52645,1074,2024-08-03,32,8,31.67,253.36,Cancelled,
52646,5843,2023-12-22,468,4,9.73,38.92,Cancelled,
52647,915,2023-08-21,326,10,112.6,1126.0,Cancelled,
52648,5986,2024-05-26,339,2,282.06,564.12,Cancelled,
52649,7358,2025-03-19,185,2,402.8,805.6,Cancelled,
52650,6819,2024-10-10,469,2,121.72,243.44,Completed,2024-10-11
52651,710,2023-10-21,417,10,1782.31,17823.1,Pending,
52652,2830,2023-11-04,120,8,60.95,487.6,Pending,
52653,8939,2023-08-09,482,8,29.88,239.04,Completed,2023-08-12
52654,9251,2023-04-04,208,10,39.28,392.8,Pending,
52655,1145,2024-06-05,384,4,67.51,270.04,Cancelled,
52656,8781,2024-08-01,214,2,156.86,313.72,Completed,2024-08-03
52657,1016,2024-01-25,203,3,695.04,2085.12,Completed,2024-01-26
52658,123,2024-12-27,54,2,140.21,280.42,Pending,
52659,1282,2024-07-14,263,5,123.47,617.35,Completed,2024-07-18
52660,6865,2025-03-26,96,7,34.14,238.98,Completed,2025-03-30
52661,9973,2024-06-24,389,3,96.65,289.95,Completed,2024-06-27
52662,5402,2025-04-20,430,8,64.63,517.04,Completed,2025-04-21
52663,2034,2023-03-28,222,2,22.59,45.18,Pending,
52664,5073,2023-01-29,108,4,41.07,164.28,Completed,2023-01-31
52665,4486,2023-09-05,465,10,279.12,2791.2,Pending,
52666,1126,2024-06-04,51,4,663.12,2652.48,Completed,2024-06-06
52667,3619,2024-03-06,414,9,31.17,280.53,Cancelled,
52668,5382,2024-08-27,415,8,59.23,473.84,Completed,2024-08-31
52669,7503,2024-08-25,482,3,29.88,89.64,Pending,
52670,7371,2025-06-05,460,10,70.36,703.6,Pending,
52671,1714,2025-01-13,323,10,763.13,7631.3,Completed,2025-01-16
52672,146,2025-07-15,442,6,199.86,1199.16,Completed,2025-07-17
52673,9500,2024-04-20,214,8,156.86,1254.88,Completed,2024-04-25
52674,4239,2025-05-26,326,2,112.6,225.2,Completed,2025-05-30
52675,3578,2023-03-03,257,9,265.72,2391.48,Pending,
52676,6211,2023-04-11,241,4,1049.82,4199.28,Completed,2023-04-16
52677,2438,2023-07-15,103,2,62.68,125.36,Completed,2023-07-17
52678,1486,2025-01-10,155,10,757.47,7574.7,Completed,2025-01-11
52679,5683,2024-12-15,117,7,358.14,2506.98,Cancelled,
52680,9885,2024-05-11,168,8,67.05,536.4,Completed,2024-05-16
52681,4035,2025-09-17,429,3,556.79,1670.37,Completed,2025-09-21
52682,6881,2025-03-21,80,3,59.93,179.79,Completed,2025-03-25
52683,4414,2025-12-28,438,5,166.91,834.55,Completed,2025-12-30
52684,6844,2024-11-22,457,7,417.52,2922.64,Cancelled,
52685,7199,2025-03-09,298,6,239.4,1436.4,Completed,2025-03-14
52686,4517,2023-06-23,345,4,1042.42,4169.68,Cancelled,
52687,4648,2023-03-12,226,3,107.21,321.63,Completed,2023-03-14
52688,848,2023-11-14,258,2,148.76,297.52,Pending,
52689,7999,2023-12-19,129,9,783.89,7055.01,Cancelled,
52690,9025,2025-01-30,109,10,510.65,5106.5,Completed,2025-02-01
52691,113,2023-03-30,28,7,35.48,248.36,Completed,2023-04-01
52692,564,2025-08-26,105,7,503.5,3524.5,Pending,
52693,6524,2023-09-18,355,3,213.02,639.06,Pending,
52694,7783,2025-02-24,266,7,96.42,674.94,Cancelled,
52695,5378,2025-01-05,286,10,88.81,888.1,Completed,2025-01-08
52696,1689,2023-05-11,248,9,12.84,115.56,Pending,
52697,6999,2024-07-06,499,7,349.4,2445.8,Cancelled,
52698,7186,2025-03-19,443,5,305.97,1529.85,Pending,
52699,5300,2023-04-06,325,10,80.18,801.8,Completed,2023-04-07
52700,4890,2025-09-07,482,3,29.88,89.64,Pending,
52701,5212,2023-06-02,114,7,234.95,1644.65,Completed,2023-06-04
52702,4538,2025-04-17,295,6,140.82,844.92,Completed,2025-04-20
52703,8207,2024-10-31,259,9,15.74,141.66,Completed,2024-11-03
52704,9990,2023-08-22,399,10,131.95,1319.5,Completed,2023-08-23
52705,7158,2025-09-11,36,7,58.77,411.39,Completed,2025-09-14
52706,9975,2025-03-02,286,6,88.81,532.86,Cancelled,
52707,8780,2024-12-09,112,2,65.25,130.5,Pending,
52708,546,2024-02-03,115,4,643.1,2572.4,Pending,
52709,4178,2023-09-16,324,1,20.58,20.58,Cancelled,
52710,8966,2023-08-04,129,10,783.89,7838.9,Completed,2023-08-08
52711,4332,2024-08-04,331,5,502.69,2513.45,Cancelled,
52712,57,2023-09-13,343,4,142.55,570.2,Completed,2023-09-14
52713,771,2023-06-24,425,4,825.17,3300.68,Pending,
52714,6009,2024-03-30,18,7,16.73,117.11,Completed,2024-04-02
52715,8724,2025-12-14,357,2,23.7,47.4,Cancelled,
52716,8203,2023-02-04,347,9,358.76,3228.84,Completed,2023-02-06
52717,8906,2024-05-28,447,9,132.7,1194.3,Completed,2024-05-31
52718,3217,2024-01-07,342,8,99.4,795.2,Completed,2024-01-11
52719,9346,2024-06-15,46,7,11.92,83.44,Completed,2024-06-17
52720,7019,2025-04-19,59,6,141.71,850.26,Completed,2025-04-22
52721,2018,2024-11-06,368,9,28.53,256.77,Pending,
52722,6052,2025-12-07,404,4,36.4,145.6,Completed,2025-12-10
52723,136,2023-02-17,182,6,178.34,1070.04,Pending,
52724,4593,2025-12-19,27,4,450.94,1803.76,Completed,2025-12-23
52725,2421,2023-07-30,361,9,526.19,4735.71,Completed,2023-08-01
52726,8511,2023-08-04,90,5,51.1,255.5,Completed,2023-08-09
52727,1485,2023-06-04,288,3,56.18,168.54,Completed,2023-06-05
52728,6834,2025-12-22,83,6,487.25,2923.5,Cancelled,
52729,5222,2025-10-30,114,8,234.95,1879.6,Cancelled,
52730,7955,2025-05-14,70,3,124.56,373.68,Pending,
52731,2620,2024-04-23,247,4,63.97,255.88,Completed,2024-04-25
52732,762,2024-12-30,290,4,202.55,810.2,Cancelled,
52733,6659,2024-03-18,143,7,41.87,293.09,Completed,2024-03-21
52734,2074,2025-05-02,393,8,956.12,7648.96,Cancelled,
52735,7285,2023-11-18,189,9,393.0,3537.0,Completed,2023-11-22
52736,6000,2025-04-07,272,3,45.92,137.76,Cancelled,
52737,4334,2025-10-26,386,10,30.87,308.7,Completed,2025-10-30
52738,8247,2024-09-28,185,7,402.8,2819.6,Completed,2024-10-01
52739,2090,2023-03-28,361,1,526.19,526.19,Completed,2023-03-30
52740,7712,2025-08-30,452,6,27.78,166.68,Pending,
52741,6580,2025-01-06,294,6,107.93,647.58,Completed,2025-01-07
52742,4683,2024-05-10,186,8,69.72,557.76,Completed,2024-05-12
52743,5310,2025-10-19,142,3,16.89,50.67,Completed,2025-10-21
52744,8207,2025-11-17,291,4,597.96,2391.84,Completed,2025-11-20
52745,3945,2024-11-23,247,3,63.97,191.91,Completed,2024-11-25
52746,8865,2024-03-27,461,6,264.34,1586.04,Cancelled,
52747,9854,2023-06-11,338,4,155.93,623.72,Completed,2023-06-12
52748,5929,2025-06-11,413,8,132.12,1056.96,Pending,
52749,4696,2025-08-23,94,10,154.39,1543.9,Completed,2025-08-27
52750,1497,2024-10-02,161,10,847.12,8471.2,Pending,
52751,3984,2025-08-21,30,10,87.44,874.4,Completed,2025-08-25
52752,6059,2023-06-22,234,2,85.36,170.72,Cancelled,
52753,3168,2024-04-25,324,6,20.58,123.48,Pending,
52754,3138,2023-07-31,236,2,47.11,94.22,Pending,
52755,576,2025-03-11,472,10,71.04,710.4,Cancelled,
52756,3579,2023-08-21,336,2,32.5,65.0,Completed,2023-08-22
52757,3297,2023-12-08,306,3,238.95,716.85,Completed,2023-12-10
52758,8937,2024-06-08,31,4,29.63,118.52,Pending,
52759,722,2025-08-02,257,8,265.72,2125.76,Completed,2025-08-03
52760,9854,2024-07-27,427,5,694.52,3472.6,Completed,2024-08-01
52761,6089,2024-03-02,453,2,317.07,634.14,Pending,
52762,7098,2023-09-09,326,6,112.6,675.6,Completed,2023-09-11
52763,6799,2025-11-17,255,8,14.73,117.84,Pending,
52764,3135,2025-01-19,326,3,112.6,337.8,Completed,2025-01-23
52765,7365,2024-06-14,447,7,132.7,928.9,Pending,
52766,2800,2025-01-08,21,9,404.36,3639.24,Cancelled,
52767,2822,2025-08-11,291,8,597.96,4783.68,Pending,
52768,422,2024-01-21,96,1,34.14,34.14,Pending,
52769,9477,2025-11-21,59,9,141.71,1275.39,Completed,2025-11-25
52770,598,2023-07-02,214,10,156.86,1568.6,Pending,
52771,4164,2024-05-31,398,5,75.58,377.9,Completed,2024-06-01
52772,747,2023-09-17,36,9,58.77,528.93,Pending,
52773,9689,2025-04-30,100,7,65.15,456.05,Completed,2025-05-02
52774,6765,2025-09-30,376,4,43.65,174.6,Completed,2025-10-05
52775,5778,2024-10-31,106,5,91.96,459.8,Completed,2024-11-03
52776,1905,2025-04-10,195,6,94.72,568.32,Completed,2025-04-13
52777,9072,2025-02-24,161,8,847.12,6776.96,Completed,2025-02-28
52778,818,2025-09-30,386,7,30.87,216.09,Cancelled,
52779,4270,2024-10-20,174,1,150.27,150.27,Completed,2024-10-21
52780,9906,2025-11-09,121,2,1865.91,3731.82,Pending,
52781,3709,2025-11-20,45,3,352.83,1058.49,Completed,2025-11-22
52782,7141,2023-05-20,490,10,68.73,687.3,Pending,
52783,465,2024-01-26,483,3,731.01,2193.03,Cancelled,
52784,6025,2023-03-13,239,2,119.84,239.68,Cancelled,
52785,6614,2023-05-23,441,10,1018.01,10180.1,Completed,2023-05-28
52786,5474,2025-08-24,15,1,107.44,107.44,Pending,
52787,5680,2025-07-13,277,4,525.59,2102.36,Completed,2025-07-18
52788,9574,2024-01-28,238,8,124.03,992.24,Completed,2024-01-30
52789,7328,2023-04-24,315,10,153.44,1534.4,Cancelled,
52790,6153,2025-09-24,322,9,44.53,400.77,Completed,2025-09-27
52791,1057,2023-09-22,447,6,132.7,796.2,Pending,
52792,362,2025-09-08,58,2,136.04,272.08,Pending,
52793,52,2025-02-08,298,6,239.4,1436.4,Completed,2025-02-09
52794,5895,2023-01-23,22,2,139.58,279.16,Completed,2023-01-26
52795,5581,2025-04-04,452,2,27.78,55.56,Completed,2025-04-08
52796,4307,2025-02-13,251,3,217.15,651.45,Completed,2025-02-16
52797,6934,2025-07-10,421,3,36.06,108.18,Cancelled,
52798,9992,2025-01-23,274,6,79.2,475.2,Completed,2025-01-27
52799,2730,2025-09-23,463,4,108.22,432.88,Cancelled,
52800,4854,2025-03-14,207,6,25.59,153.54,Completed,2025-03-16
52801,423,2024-04-28,335,2,26.32,52.64,Pending,
52802,7831,2025-12-27,249,6,1040.92,6245.52,Completed,2025-12-31
52803,210,2024-11-09,190,2,17.99,35.98,Completed,2024-11-13
52804,8184,2025-11-16,446,1,155.17,155.17,Completed,2025-11-20
52805,7568,2023-07-23,148,1,16.64,16.64,Completed,2023-07-26
52806,519,2025-02-25,59,7,141.71,991.97,Cancelled,
52807,9960,2023-04-27,479,8,37.23,297.84,Completed,2023-05-02
52808,9636,2023-02-08,462,3,178.89,536.67,Cancelled,
52809,3670,2023-11-09,151,8,14.01,112.08,Completed,2023-11-12
52810,5196,2023-03-29,99,5,676.74,3383.7,Completed,2023-03-31
52811,7825,2025-09-13,485,5,519.84,2599.2,Cancelled,
52812,8296,2023-11-29,299,2,605.76,1211.52,Completed,2023-12-03
52813,180,2024-09-11,299,6,605.76,3634.56,Pending,
52814,6410,2023-06-29,243,6,205.9,1235.4,Completed,2023-07-03
52815,1563,2023-08-07,22,6,139.58,837.48,Pending,
52816,4510,2024-08-24,373,3,91.42,274.26,Completed,2024-08-27
52817,9405,2025-05-21,83,1,487.25,487.25,Completed,2025-05-23
52818,2739,2023-04-20,172,7,26.05,182.35,Cancelled,
52819,5019,2023-02-12,165,3,394.94,1184.82,Completed,2023-02-16
52820,1880,2025-12-17,482,3,29.88,89.64,Completed,2025-12-20
52821,9660,2025-08-29,94,1,154.39,154.39,Pending,
52822,7122,2023-12-20,59,1,141.71,141.71,Cancelled,
52823,1971,2023-08-16,136,7,66.54,465.78,Completed,2023-08-17
52824,776,2024-09-03,303,9,78.36,705.24,Completed,2024-09-08
52825,7651,2023-04-24,358,7,112.96,790.72,Cancelled,
52826,2434,2025-10-20,268,5,28.79,143.95,Completed,2025-10-21
52827,7917,2024-02-14,301,3,286.37,859.11,Cancelled,
52828,5255,2024-03-23,7,3,125.52,376.56,Cancelled,
52829,8870,2023-07-21,6,1,47.09,47.09,Completed,2023-07-22
52830,2198,2024-03-23,81,9,1667.38,15006.42,Pending,
52831,2926,2023-11-15,276,4,6.36,25.44,Completed,2023-11-19
52832,5498,2023-11-18,472,7,71.04,497.28,Cancelled,
52833,9071,2025-11-05,91,2,55.65,111.3,Completed,2025-11-09
52834,3612,2025-06-15,238,6,124.03,744.18,Cancelled,
52835,6114,2024-10-16,424,1,39.56,39.56,Completed,2024-10-19
52836,2693,2025-12-11,152,4,17.12,68.48,Pending,
52837,6694,2025-03-18,474,1,243.37,243.37,Completed,2025-03-21
52838,7159,2025-10-30,221,7,172.15,1205.05,Completed,2025-11-04
52839,925,2023-11-21,189,5,393.0,1965.0,Completed,2023-11-24
52840,2426,2023-01-23,48,1,39.35,39.35,Cancelled,
52841,5054,2024-11-05,455,5,95.86,479.3,Completed,2024-11-07
52842,1972,2025-07-16,468,10,9.73,97.3,Completed,2025-07-21
52843,2146,2024-01-25,85,3,277.8,833.4,Completed,2024-01-27
52844,1697,2023-10-08,179,6,20.45,122.7,Pending,
52845,6793,2023-05-02,387,10,355.82,3558.2,Completed,2023-05-03
52846,2028,2025-02-17,364,8,39.23,313.84,Completed,2025-02-21
52847,9844,2025-04-09,478,1,113.3,113.3,Completed,2025-04-11
52848,126,2023-07-06,32,10,31.67,316.7,Completed,2023-07-10
52849,3063,2025-10-20,47,3,119.15,357.45,Completed,2025-10-24
52850,7154,2024-01-14,401,2,1154.52,2309.04,Pending,
52851,4575,2025-06-10,378,8,136.37,1090.96,Completed,2025-06-12
52852,5655,2024-05-26,193,3,1823.63,5470.89,Completed,2024-05-31
52853,552,2023-03-13,15,3,107.44,322.32,Completed,2023-03-18
52854,478,2025-04-15,275,3,244.27,732.81,Pending,
52855,1805,2023-02-06,157,9,97.58,878.22,Completed,2023-02-11
52856,4826,2024-12-19,426,1,90.46,90.46,Completed,2024-12-21
52857,5161,2023-06-26,327,2,83.53,167.06,Completed,2023-07-01
52858,8350,2025-01-02,275,4,244.27,977.08,Completed,2025-01-06
52859,1177,2024-08-24,400,4,50.93,203.72,Completed,2024-08-26
52860,4794,2025-12-11,372,8,74.97,599.76,Completed,2025-12-16
52861,3613,2025-01-18,3,2,611.78,1223.56,Completed,2025-01-19
